,freesound_id,id,path,start_sample,end_sample,loudness,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
80,,None_f80,acid_bass_trimmed.wav,327680,331776,0.024001367390155792,-630.2675,190.4,1.9041405,43.298733,5.808712,20.211937,6.8478813,14.1488495,6.4404488,9.012779,3.5267258,6.0639668,3.7289581
81,,None_f81,acid_bass_trimmed.wav,331776,335872,0.010815417394042015,-742.67896,247.6672,-29.004566,58.723076,-2.4581337,24.893494,4.140106,15.643841,5.7460823,9.180794,3.738182,5.593273,4.3792343
82,,None_f82,acid_bass_trimmed.wav,335872,339968,0.02624240517616272,-739.2818,202.21994,32.556427,50.30517,19.7207,25.52788,13.717117,14.814276,8.35685,10.590868,8.36245,11.715622,11.483082
83,,None_f83,acid_bass_trimmed.wav,339968,344064,0.02254382334649563,-841.00256,276.17596,18.756737,64.45914,22.131004,22.48349,16.98227,8.871765,11.273037,4.438713,9.258194,5.3016815,9.887665
84,,None_f84,acid_bass_trimmed.wav,344064,348160,0.011965272948145866,-738.54755,177.12543,33.265724,45.76955,20.582531,23.691628,13.319302,14.739862,9.37183,10.268679,7.150524,7.8685265,5.626894
85,,None_f85,acid_bass_trimmed.wav,348160,352256,0.016822434961795807,-826.04144,255.17801,5.2202682,58.936436,13.959255,24.104927,12.185974,13.794964,9.997402,8.201538,6.4335175,4.438946,4.569603
86,,None_f86,acid_bass_trimmed.wav,352256,356352,0.026540137827396393,-788.06067,229.48769,49.470688,45.61139,21.408241,23.23154,13.153656,16.037003,11.612343,11.439049,6.541748,6.323656,4.6186943
87,,None_f87,acid_bass_trimmed.wav,356352,360448,0.018817514181137085,-798.00433,250.64789,8.620895,63.18341,14.427872,28.000805,10.535522,15.972946,9.675346,12.679159,9.043308,9.592508,6.7735214
88,,None_f88,acid_bass_trimmed.wav,360448,364544,0.028861049562692642,-823.01697,297.2978,28.158901,40.218258,20.775764,12.317516,17.510712,14.911547,13.243145,8.150272,8.897896,7.218422,6.4771004
89,,None_f89,acid_bass_trimmed.wav,364544,368640,0.017482846975326538,-853.53784,275.52524,38.670025,51.380978,13.532909,22.765873,13.344223,15.286079,8.37022,7.808075,9.43251,9.838211,4.5189667
90,,None_f90,acid_bass_trimmed.wav,368640,372736,0.007984301075339317,-941.6183,288.80563,59.54243,23.63272,33.373177,12.775505,16.19371,16.22166,6.4410057,8.292362,9.9624405,9.487808,5.04443
91,,None_f91,acid_bass_trimmed.wav,372736,376832,0.01980675384402275,-791.5657,231.58496,49.352932,45.710163,16.790825,22.718788,16.00386,18.022585,10.26931,7.783861,4.689396,7.6058884,7.196987
92,,None_f92,acid_bass_trimmed.wav,376832,380928,0.025548862293362617,-878.9557,290.60785,39.212246,53.87892,30.37844,20.132492,26.487228,13.026913,14.173138,3.757721,4.093075,6.221901,6.464962
93,,None_f93,acid_bass_trimmed.wav,380928,385024,0.013486171141266823,-852.9464,212.78883,57.14898,52.75209,28.717896,28.08479,18.331375,18.56047,10.18848,7.2873306,4.4157066,5.877447,5.5147552
94,,None_f94,acid_bass_trimmed.wav,385024,389120,0.00594486715272069,-882.489,232.67963,12.421898,62.851128,24.441628,29.51963,18.350105,16.49406,13.014858,7.902355,8.802116,4.325329,4.971657
95,,None_f95,acid_bass_trimmed.wav,389120,393216,0.03323554992675781,-834.4121,286.33237,24.95451,53.779846,18.7653,24.596985,17.458221,15.530117,13.030994,8.793156,9.575226,5.601219,6.391632
96,,None_f96,acid_bass_trimmed.wav,393216,397312,0.021138757467269897,-833.0029,250.73758,48.889225,55.95748,22.953465,25.598515,15.42733,13.488266,7.813099,7.368698,7.2610245,8.086296,5.123535
97,,None_f97,acid_bass_trimmed.wav,397312,401408,0.0289011187851429,-818.59216,297.15775,28.053005,53.465736,17.37524,22.875633,11.716278,10.9065895,11.400173,12.361282,9.39122,1.9070244,6.4235077
98,,None_f98,acid_bass_trimmed.wav,401408,405504,0.025343742221593857,-837.5122,267.57257,61.28661,50.45088,25.065506,25.842415,11.644405,11.481733,9.599453,12.292097,6.0334206,3.2895966,2.1283722
99,,None_f99,acid_bass_trimmed.wav,405504,409600,0.013098673895001411,-931.20776,293.20438,65.887085,35.301132,39.065865,17.990326,14.841988,11.243557,8.908024,12.5853195,5.787735,3.4500313,2.96838
100,,None_f100,acid_bass_trimmed.wav,409600,413696,0.011513106524944305,-802.49426,188.3068,45.509808,48.85874,19.545467,19.981003,11.390438,14.683714,7.5825233,7.7444496,6.7109528,6.0899754,2.974411
101,,None_f101,acid_bass_trimmed.wav,413696,417792,0.026118963956832886,-782.48804,256.37094,23.999912,59.263916,7.8004227,19.861153,13.695824,21.14735,6.6170845,8.593945,10.220562,5.9683228,4.462284
102,,None_f102,acid_bass_trimmed.wav,417792,421888,0.016013868153095245,-874.4834,292.29626,31.222092,48.230804,29.459705,7.4671936,23.465736,14.269039,7.7227745,6.8363647,8.343868,5.9601517,3.4604607
103,,None_f103,acid_bass_trimmed.wav,421888,425984,0.003814825788140297,-863.92346,253.08029,25.579647,51.505287,5.796093,8.251472,-2.3892975,8.713921,12.606121,12.280933,3.184288,-1.114399,2.67585
104,,None_f104,acid_bass_trimmed.wav,425984,430080,0.028652723878622055,-809.9586,284.41382,31.114098,42.578815,22.27045,19.325085,17.215046,14.201855,12.723572,11.079643,6.961727,8.259781,4.0706367
105,,None_f105,acid_bass_trimmed.wav,430080,434176,0.030879873782396317,-639.6013,174.14755,28.230595,43.368645,17.727184,21.863914,11.80938,13.799866,8.334295,9.008385,5.1714916,5.591816,3.3880138
106,,None_f106,acid_bass_trimmed.wav,434176,438272,0.025448568165302277,-752.38336,255.57864,-6.908104,64.116165,7.914856,27.92852,7.5290146,15.872391,5.8252716,9.919575,4.3459625,7.3397636,4.7305183
107,,None_f107,acid_bass_trimmed.wav,438272,442368,0.02413081005215645,-701.40955,187.75421,35.287334,44.86195,20.89449,24.395918,14.77943,16.023403,9.671211,8.57815,4.706337,6.7666683,7.7921314
108,,None_f108,acid_bass_trimmed.wav,442368,446464,0.008025595918297768,-774.6657,266.05295,-29.785389,56.402657,7.2318077,21.515434,12.015091,9.916622,8.947292,1.8806839,4.807644,1.0479088,7.515503
109,,None_f109,acid_bass_trimmed.wav,446464,450560,0.0038542456459254026,-882.7005,293.42688,-1.6105728,12.260742,41.467262,3.9597778,15.34343,14.780636,1.7245445,7.5662575,1.9975204,1.5924187,7.8986855
110,,None_f110,acid_bass_trimmed.wav,450560,454656,0.03160782530903816,-806.33167,280.179,35.34282,48.3329,22.686077,21.927452,17.987427,9.774086,5.128975,3.575016,9.391598,15.000776,21.711067
111,,None_f111,acid_bass_trimmed.wav,454656,458752,0.015791958197951317,-913.1293,310.70715,53.200893,18.497131,42.002296,16.489777,14.571167,15.385906,1.0589256,4.606228,10.40863,13.7378845,22.277542
112,,None_f112,acid_bass_trimmed.wav,458752,462848,0.007837955839931965,-650.2037,161.67917,22.558022,36.23368,11.171797,15.73518,6.5075283,8.951876,3.75461,4.366377,0.33343697,1.0391788,-0.012672424
113,,None_f113,acid_bass_trimmed.wav,462848,466944,0.016784239560365677,-695.8166,192.55687,18.743801,33.78821,15.557846,27.242754,11.29813,13.841274,21.516373,9.642204,3.0076714,0.1666336,-6.041609
114,,None_f114,acid_bass_trimmed.wav,466944,471040,0.024384811520576477,-740.4709,223.50223,28.083439,39.235382,20.707245,29.631056,13.99403,16.01524,19.23227,12.790667,2.050373,-1.2475357,-2.862486
115,,None_f115,acid_bass_trimmed.wav,471040,475136,0.015752125531435013,-800.2634,251.70708,10.343597,53.595875,16.427998,28.699661,9.384243,11.185665,7.913357,9.544735,6.7746696,1.8120041,-0.17056656
116,,None_f116,acid_bass_trimmed.wav,475136,479232,0.02590589039027691,-843.0526,303.82214,24.096432,48.434708,27.557076,16.368134,19.266762,8.56443,13.042889,9.463734,10.297363,6.2756042,4.2833405
